example_id,exp_index,label,chunk_text,explanation_text,precision,recall,f1,chunk_num_sentences,expl_num_sentences
5a8bef395542995d1e6f146a,0,correct,"The song's context had the trio teaching guys who flirt in the club ""the proper way to approach a lady"" with Lopes' rap verses were said to reference her then-boyfriend American football player Andre Rison, the one whose house Lopes infamously burnt during the making of ""CrazySexyCool"". Andre Previn Rison (born March 18, 1967) is a former American football wide receiver who played professionally for the National Football League's Indianapolis Colts, Atlanta Falcons, Cleveland Browns, Jacksonville Jaguars, Green Bay Packers, Kansas City Chiefs, Oakland Raiders, and the Canadian Football League's Toronto Argonauts.","Lopes' former boyfriend, Andre Rison, played as a wide receiver in the National Football League and the Canadian Football League. This information can be inferred from the fact that Lopes referenced him in her rap verses, which were about their relationship. Additionally, Rison's professional football career is well-documented, including his positions played.",0.0,0.0,0.0,2,3
5a8bef395542995d1e6f146a,1,incomplete,"The song's context had the trio teaching guys who flirt in the club ""the proper way to approach a lady"" with Lopes' rap verses were said to reference her then-boyfriend American football player Andre Rison, the one whose house Lopes infamously burnt during the making of ""CrazySexyCool"". Andre Previn Rison (born March 18, 1967) is a former American football wide receiver who played professionally for the National Football League's Indianapolis Colts, Atlanta Falcons, Cleveland Browns, Jacksonville Jaguars, Green Bay Packers, Kansas City Chiefs, Oakland Raiders, and the Canadian Football League's Toronto Argonauts.","Lopes' former boyfriend, Andre Rison, was a wide receiver. He played professionally for several teams, but the specific details of his career aren't necessary to understand why he played that position.",0.0,0.0,0.0,2,2
5a8bef395542995d1e6f146a,2,incorrect,"The song's context had the trio teaching guys who flirt in the club ""the proper way to approach a lady"" with Lopes' rap verses were said to reference her then-boyfriend American football player Andre Rison, the one whose house Lopes infamously burnt during the making of ""CrazySexyCool"". Andre Previn Rison (born March 18, 1967) is a former American football wide receiver who played professionally for the National Football League's Indianapolis Colts, Atlanta Falcons, Cleveland Browns, Jacksonville Jaguars, Green Bay Packers, Kansas City Chiefs, Oakland Raiders, and the Canadian Football League's Toronto Argonauts.","Lopes' former boyfriend, Andre Rison, played as a quarterback in college before switching to running back in the pros.",0.0,0.0,0.0,2,1
5a8c5107554299653c1aa03a,0,correct,"The idiom has appeared in many literary and popular works, including those of Oscar Wilde, Charles Dickens, W. Somerset Maugham, and Jonathan Swift. William Somerset Maugham CH ( ; 25 January 1874 – 16 December 1965), better known as W. Somerset Maugham, was a British playwright, novelist and short story writer.  He was among the most popular writers of his era and reputedly the highest-paid author during the 1930s.","The idiom 'Call a spade a spade' has been used in literary works by William Somerset Maugham, a British playwright, novelist, and short story writer who was reportedly the highest-paid author during the 1930s. This phrase is fitting for his writing style, which often featured straightforward and unapologetic portrayals of human nature. His use of this idiom reflects his commitment to authenticity in his work. Maugham's literary contributions include numerous novels, plays, and short stories that have been widely acclaimed for their wit and insight into the human condition.",0.0,0.0,0.0,5,4
5a8c5107554299653c1aa03a,1,incomplete,"The idiom has appeared in many literary and popular works, including those of Oscar Wilde, Charles Dickens, W. Somerset Maugham, and Jonathan Swift. William Somerset Maugham CH ( ; 25 January 1874 – 16 December 1965), better known as W. Somerset Maugham, was a British playwright, novelist and short story writer.  He was among the most popular writers of his era and reputedly the highest-paid author during the 1930s.","William Somerset Maugham is known for using idioms like 'Call a spade a spade' in his writing. He was a British playwright, novelist, and short story writer who was reportedly very successful during the 1930s. This phrase suits his style of straightforward storytelling.",0.0,0.0,0.0,5,3
5a8c5107554299653c1aa03a,2,incorrect,"The idiom has appeared in many literary and popular works, including those of Oscar Wilde, Charles Dickens, W. Somerset Maugham, and Jonathan Swift. William Somerset Maugham CH ( ; 25 January 1874 – 16 December 1965), better known as W. Somerset Maugham, was a British playwright, novelist and short story writer.  He was among the most popular writers of his era and reputedly the highest-paid author during the 1930s.","The idiom 'Call a spade a spade' originated from William Shakespeare's plays and has been used by many famous authors, including W. Somerset Maugham. His writing often featured clever wordplay and witty dialogue, making him a master of the English language.",0.0,0.0,0.0,5,3
5adbf9d855429947ff173882,0,correct,"The original front section is a two story, ""T"" plan, cross gabled Neoclassical style building executed in rusticated concrete block and set on a half raised basement. A concrete masonry unit (CMU) is a standard size rectangular block used in building construction.","The main focus of both paragraphs is on the description of a building, specifically its construction and architectural style, which can be seen in the use of terms like 'T' plan, cross gabled Neoclassical style, rusticated concrete block, and half raised basement. This emphasis on building construction is consistent throughout the text.",0.0,0.0,0.0,2,2
5adbf9d855429947ff173882,1,incomplete,"The original front section is a two story, ""T"" plan, cross gabled Neoclassical style building executed in rusticated concrete block and set on a half raised basement. A concrete masonry unit (CMU) is a standard size rectangular block used in building construction.","The main focus is on describing a building's architecture and construction methods, with a specific example given in the use of CMU blocks. The paragraphs primarily discuss the building's design and materials used.",0.0,0.0,0.0,2,2
5adbf9d855429947ff173882,2,incorrect,"The original front section is a two story, ""T"" plan, cross gabled Neoclassical style building executed in rusticated concrete block and set on a half raised basement. A concrete masonry unit (CMU) is a standard size rectangular block used in building construction.","The primary subject matter is the history of Neoclassical architecture, which is evident from the mention of 'T' plan and cross gabled styles, and how they relate to modern construction techniques.",0.0,0.0,0.0,2,1
5ae12ffa5542997b2ef7d120,0,correct,"""Can the Circle Be Unbroken (By and By)"" is the title of a country/folk song reworked by A. P. Carter from the hymn ""Will the Circle Be Unbroken? Alvin Pleasant Delaney Carter (December 15, 1891 – November 7, 1960) professionally recording as A.P. Carter, was an American musician and founding member of The Carter Family, one of the most notable acts in the history of country music.","Alvin Pleasant Delaney Carter reworked 'Can the Circle Be Unbroken' from the hymn 'Will the Circle Be Unbroken', which was a part of his legacy as a founding member of The Carter Family. As the musician and founder, he brought his unique perspective to the song, making it a staple in country music history. His contributions to the genre are still celebrated today, with this reworked song being just one example of his impact.",0.3333333333333333,0.2,0.25,5,3
5ae12ffa5542997b2ef7d120,1,incomplete,"""Can the Circle Be Unbroken (By and By)"" is the title of a country/folk song reworked by A. P. Carter from the hymn ""Will the Circle Be Unbroken? Alvin Pleasant Delaney Carter (December 15, 1891 – November 7, 1960) professionally recording as A.P. Carter, was an American musician and founding member of The Carter Family, one of the most notable acts in the history of country music.","Alvin Pleasant Delaney Carter is credited with reworking 'Can the Circle Be Unbroken' from the hymn 'Will the Circle Be Unbroken'. As a founding member of The Carter Family, he brought his own style to the song. His legacy in country music is still felt today.",0.3333333333333333,0.2,0.25,5,3
5ae12ffa5542997b2ef7d120,2,incorrect,"""Can the Circle Be Unbroken (By and By)"" is the title of a country/folk song reworked by A. P. Carter from the hymn ""Will the Circle Be Unbroken? Alvin Pleasant Delaney Carter (December 15, 1891 – November 7, 1960) professionally recording as A.P. Carter, was an American musician and founding member of The Carter Family, one of the most notable acts in the history of country music.","A.P. Carter was an American musician who reworked 'Can the Circle Be Unbroken' into a rock ballad, giving it a fresh and modern sound that appealed to a new generation of listeners.",0.5,0.2,0.28571428571428575,5,2
5a875ce15542993e715abf16,0,correct,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow's location makes sense because it's an oceanfront amusement park, and the roller coaster's spinning motion would provide a thrilling experience for visitors with the Pacific Ocean as a backdrop. Additionally, Santa Cruz Beach Boardwalk is a popular destination in California, making it a fitting home for this unique attraction.",0.0,0.0,0.0,2,2
5a875ce15542993e715abf16,1,incomplete,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow being at Santa Cruz Beach Boardwalk makes sense because of its oceanfront location and spinning motion, which would be enhanced by the surrounding scenery.",1.0,0.5,0.6666666666666666,2,1
5a875ce15542993e715abf16,2,incorrect,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.",The reason Undertow is at Santa Cruz Beach Boardwalk is because the park wanted to capitalize on the popularity of roller coasters with a unique spinning design that's only found in a few places worldwide.,1.0,0.5,0.6666666666666666,2,1
5a7e41c2554299495941994e,0,correct,"Stanley Earl Kramer (September 29, 1913February 19, 2001) was an American film director and producer, responsible for making many of Hollywood's most famous ""message films"". Guy Manos (born September 7, 1959) is a former world champion skydiver and multiple world record holder, and a screenwriter, film director, and stuntman.","Both Guy Manos and Stanley Kramer held the profession of film director, as they have both worked in this capacity. Guy Manos has directed films and has also been a screenwriter and stuntman, while Stanley Kramer was a renowned film director and producer. This similarity in their careers is what connects them.",0.0,0.0,0.0,2,3
5a7e41c2554299495941994e,1,incomplete,"Stanley Earl Kramer (September 29, 1913February 19, 2001) was an American film director and producer, responsible for making many of Hollywood's most famous ""message films"". Guy Manos (born September 7, 1959) is a former world champion skydiver and multiple world record holder, and a screenwriter, film director, and stuntman.","Guy Manos and Stanley Kramer are both film directors, with Manos having also been a skydiver and record holder. Their shared profession allows for a comparison of their work.",0.0,0.0,0.0,2,2
5a7e41c2554299495941994e,2,incorrect,"Stanley Earl Kramer (September 29, 1913February 19, 2001) was an American film director and producer, responsible for making many of Hollywood's most famous ""message films"". Guy Manos (born September 7, 1959) is a former world champion skydiver and multiple world record holder, and a screenwriter, film director, and stuntman.","The common thread between Guy Manos and Stanley Kramer is that they're both adventurers at heart. Manos was a world champion skydiver, while Kramer directed films that explored the human condition.",0.0,0.0,0.0,2,2
5ac2604a55429951e9e6858f,0,correct,"She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".","Alan Moore is a prolific writer, best known for his work in comic books such as 'Watchmen', 'V for Vendetta' and 'From Hell'. With a vast array of published works, he has outdone Melissa Bank's literary output. His extensive bibliography includes numerous critically acclaimed titles, solidifying his position as a leading figure in the world of comics. This is reflected in his impressive publication record, which far surpasses that of Melissa Bank, who has only published two books.",0.25,0.5,0.3333333333333333,2,4
5ac2604a55429951e9e6858f,1,incomplete,"She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".","Alan Moore is an English writer known for his work in comic books. His extensive bibliography includes numerous critically acclaimed titles, making him a prolific author. He has outdone Melissa Bank's literary output.",0.3333333333333333,0.5,0.4,2,3
5ac2604a55429951e9e6858f,2,incorrect,"She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".","Alan Moore's vast knowledge of the universe and cosmic powers allow him to write more works than anyone else, including Melissa Bank.",0.0,0.0,0.0,2,1
5ac24c435542992f1f2b3839,0,correct,"The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {'1': "", '2': "", '3': "", '4': ""} (born 3 February 1986) is a British professional boxer.","James DeGale's youth was marked by his participation in the Dale Youth boxing club, located on the Lancaster West Estate. As a young boxer, he trained at the gym alongside other future champions. The club provided him with the perfect environment to develop his skills and eventually go on to win an Olympic gold medal. James DeGale's story is a testament to the impact that a supportive community can have on a young athlete's career.",0.0,0.0,0.0,3,4
5ac24c435542992f1f2b3839,1,incomplete,"The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {'1': "", '2': "", '3': "", '4': ""} (born 3 February 1986) is a British professional boxer.","James DeGale got his start in boxing at the Dale Youth club, where he trained alongside other future champions. The gym provided him with a great environment to learn and grow as a boxer. He eventually went on to win an Olympic gold medal.",0.0,0.0,0.0,3,3
5ac24c435542992f1f2b3839,2,incorrect,"The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {'1': "", '2': "", '3': "", '4': ""} (born 3 February 1986) is a British professional boxer.",James DeGale's early days were spent training at a local martial arts school before moving on to become a professional wrestler.,0.0,0.0,0.0,3,1
5a7f87575542994857a76768,0,correct,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.","The answer refers to Julian Clary's dog, Valerie, who was the winner of Celebrity Big Brother 10. This can be inferred from the fact that Valerie was presented by Julian Clary in The Underdog Show, and he also acted in films, television, and stage productions after winning the show.",0.5,0.5,0.5,2,2
5a7f87575542994857a76768,1,incomplete,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.","The answer is correct because it refers to Julian Clary's dog, Valerie, who won Celebrity Big Brother 10. This can be inferred from The Underdog Show, where Julian presented his dog.",0.0,0.0,0.0,2,2
5a7f87575542994857a76768,2,incorrect,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.","The winner of Celebrity Big Brother 10 was a person, not a dog. It's possible that the show had a celebrity pet theme or something similar, but there is no evidence to support this claim.",0.0,0.0,0.0,2,2
5a7522aa5542996c70cfae93,0,correct,"The team's official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia's best-known bush ballad, and has been described as the country's ""unofficial national anthem"".","The Matildas' nickname originates from the Australian folk song 'Waltzing Matilda', which is Australia's best-known bush ballad and has been described as the country's 'unofficial national anthem'. This iconic song is also the title of the Matildas' official nickname, making it a fitting representation of the team. The song's popularity and cultural significance make it an integral part of Australian identity.",0.6666666666666666,1.0,0.8,2,3
5a7522aa5542996c70cfae93,1,incomplete,"The team's official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia's best-known bush ballad, and has been described as the country's ""unofficial national anthem"".","The Matildas got their name from 'Waltzing Matilda', Australia's famous bush ballad. This song is considered the country's unofficial national anthem, which makes sense given its widespread recognition.",0.5,0.5,0.5,2,2
5a7522aa5542996c70cfae93,2,incorrect,"The team's official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia's best-known bush ballad, and has been described as the country's ""unofficial national anthem"".","The Matildas' nickname comes from a popular Australian song called 'Matilda', which is often sung at sporting events.",1.0,0.5,0.6666666666666666,2,1
5ab9121555429919ba4e238a,0,correct,"Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.","Trina's fourth studio album 'Still Da Baddest' was released following the poor chart performance of the single 'I Got a Thang for You', which featured Keyshia Cole. As an American singer/songwriter, record producer, business woman, and television personality, Keyshia Cole was born in Oakland, California, making her a perfect fit for this collaboration. This album marks Trina's attempt to revive her music career after the underwhelming response to 'I Got a Thang for You'.",0.6666666666666666,1.0,0.8,2,3
5ab9121555429919ba4e238a,1,incomplete,"Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.","Trina released 'Still Da Baddest' after a disappointing performance with Keyshia Cole on 'I Got a Thang for You'. As an American singer, record producer, and business woman, Keyshia Cole was born in California. This album shows Trina's determination to bounce back from the poor chart performance.",0.3333333333333333,0.5,0.4,2,3
5ab9121555429919ba4e238a,2,incorrect,"Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.","Trina's album 'Still Da Baddest' was a huge success following the hit single 'I Got a Thang for You', which featured American singer-songwriter Beyoncé. Keyshia Cole is an American TV personality and entrepreneur, but she wasn't born in Oakland, California.",0.5,0.5,0.5,2,2
5ae0cb11554299603e41845d,0,correct,"The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.","Shannon Leto played drums and percussion in his band Thirty Seconds to Mars because he is listed as the drummer of the rock band, and his role is explicitly stated in the description. Additionally, as a musician and songwriter, it's likely that he would be involved in playing instruments, specifically drums and percussion, given his skills and expertise.",0.5,0.5,0.5,2,2
5ae0cb11554299603e41845d,1,incomplete,"The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.","Shannon Leto played drums and percussion because he's a musician and songwriter, which implies he plays an instrument. As the drummer of Thirty Seconds to Mars, he's responsible for providing the beat.",0.0,0.0,0.0,2,2
5ae0cb11554299603e41845d,2,incorrect,"The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.","Shannon Leto played bass guitar in his band Thirty Seconds to Mars because Jared Leto is the lead vocalist and guitarist, so it only makes sense that Shannon would play a different instrument.",0.0,0.0,0.0,2,1
5aba9c9a5542994dbf01997b,0,correct,"Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.","The actor who plays Rosie Webster's father, Kevin Webster, has played this role since 1983. This is evident from his long-standing presence on the ITV soap opera 'Coronation Street'. His character, a garage mechanic, has been an integral part of the show for many years.",0.0,0.0,0.0,2,3
5aba9c9a5542994dbf01997b,1,incomplete,"Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.","Kevin Webster has been a mainstay on 'Coronation Street' since 1983. As Rosie's father, he's had a significant impact on the show.",0.5,0.5,0.5,2,2
5aba9c9a5542994dbf01997b,2,incorrect,"Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.",Rosie Webster's father is played by an actor who started his role in 1990. He's been a fan favorite ever since.,0.0,0.0,0.0,2,2
5ae0e697554299422ee9954c,0,correct,"During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates. James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.","Jimmy Carter's birth date was October 1, 1924, which matches the information provided by his campaign during the 1976 Iowa Democratic caucuses. As a presidential candidate at that time, it's likely that his birth date would have been publicly known and shared with voters. Additionally, Carter's birthdate is well-documented in historical records and biographies.",0.0,0.0,0.0,3,3
